respondent_state,investor_home_state,economic_sector,economic_subsector,summary_of_dispute,amount_claimed_raw,year,amount_claimed_musd,respondent_state_iso3,investor_home_state_iso3,sector_A,sector_B,sector_C,sector_D,sector_E,sector_F,sector_G,sector_H,sector_I,sector_J,sector_K,sector_L,sector_M,sector_N,sector_O
Chile,France,F - Construction,41 - Construction of buildings,"Claims arising out of the Government’s alleged refusal to renegotiate the terms of the concession contract held by the claimants’ joint venture company for the operation of Santiago’s international airport, including the government’s failure to compensate the concessionaire for economic losses in the context of the COVID-19 pandemic. According to the claimants, their investments suffered from decreased air traffic and commercial activities of the airport due to the COVID-19 pandemic and related government measures.",455.00 USD,2021,455.0,CHL,FRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Türkiye,Netherlands,B - Mining and quarrying,7 - Mining of metal ores,"Claims arising out of the Government’s alleged non-renewal of the claimants’ mining licences and related permits for the Kirazlı gold mine development project, resulting in the suspension of construction activities on the Kirazlı project.",1000.00 USD,2021,1000.0,TUR,NLD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,China,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of the Government’s taking of control of Pilatus Bank, a bank owned by the claimant, and the revocation of its banking licence, among other alleged acts of mistreatment and discrimination by government officials.",Data not available,2021,,MLT,CHN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Colombia,United Kingdom,B - Mining and quarrying,5 - Mining of coal and lignite,"Claims arising out of an order of Colombia’s constitutional court to suspend Cerrejón’s partial modification of Bruno creek, a water stream that passes through the La Puente mining project area.",Data not available,2021,,COL,GBR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,Switzerland,J - Information and communication,58 - Publishing activities,"Claims arising out of Belgrade local authorities’ alleged infringement of Alma Quattro’s long-term exclusive contract for outdoor advertising services with the city of Belgrade. According to the claimants, the city of Belgrade violated this contract by granting a concession for the operation of digital advertising panels to a competitor in 2020.",Data not available,2021,,SRB,CHE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Egypt,Finland,"B - Mining and quarrying;
Secondary - C - Manufacturing","7 - Mining of metal ores;
24 - Manufacture of basic metals",,Data not available,2021,,EGY,FIN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakistan,Türkiye,F - Construction,42 - Civil engineering,,Data not available,2021,,PAK,TUR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bahrain,"Iran, Islamic Republic of",K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding",,7000.00 USD,2021,7000.0,BHR,IRN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Congo,United Kingdom,B - Mining and quarrying,7 - Mining of metal ores,"Claims arising out of the Government’s revocation of the exploitation permit held by Congo Mining, Midus’ local subsidiary, for the Mayoko-Moussondji iron ore project.",Data not available,2021,,COG,GBR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Republic of","Iran, Islamic Republic of",C - Manufacturing,27 - Manufacture of electrical equipment,,Data not available,2021,,KOR,IRN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,United States of America,B - Mining and quarrying,6 - Extraction of crude petroleum and natural gas,"Claims arising out of the Government’s alleged actions preventing drilling activities of the claimant’s subsidiary, Alpine Oil & Gas,  at three oil and gas wells despite granted exploration licences. According to the claimant, its planned drilling operations were rendered impossible by local activists’ protests blocking the well sites as well as local authorities’ decisions ordering full-scope environmental impact assessments.",2110.00 USD,2021,2110.0,SVK,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
India,United Kingdom,B - Mining and quarrying,7 - Mining of metal ores,,Data not available,2021,,IND,GBR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo,Mauritius,B - Mining and quarrying,7 - Mining of metal ores,Claims arising out of the Government’s revocation of exploitation permits for two iron ore projects in which the claimant had invested.,1134.00 USD,2021,1134.0,COG,MUS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,Spain,B - Mining and quarrying,6 - Extraction of crude petroleum and natural gas,Claims arising out of the Government’s alleged measure prohibiting the claimant from making overseas transfers of dividends from its investments in TGP.,Data not available,2021,,PER,ESP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,Chile,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",,Data not available,2021,,CRI,CHL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Türkiye,Italy,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",,Data not available,2021,,TUR,ITA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Guatemala,Panama,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the Government’s alleged failure to protect the claimant’s hydropower projects from local community protests, violent attacks and social unrest.",101.00 USD,2021,101.0,GTM,PAN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ghana,China,F - Construction,43 - Specialized construction activities,"Claims arising out of the Government’s cancellation of a contract with the claimant to install an intelligent traffic management system, including alleged non-payment for works conducted by the claimant.",55.00 USD,2021,55.0,GHA,CHN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Morocco,France,J - Information and communication,61 - Telecommunications,,Data not available,2021,,MAR,FRA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mexico,United States of America,B - Mining and quarrying,9 - Mining support service activities,"Claims arising out of state-owned oil company Pemex’s suspension of three oilfield service contracts concluded with the claimants as well as Mexico’s alleged failure to exercise regulatory control over Pemex. According to the claimants, they were treated arbitrarily and denied justice by Mexican courts.",200.00 USD,2021,200.0,MEX,USA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Canada,B - Mining and quarrying,7 - Mining of metal ores,"Claims arising out of the national tax authority’s actions to secure amounts allegedly owned by the claimant’s local subsidiary Primero pursuant to tax reassessments as well as the tax authority’s rejection of the claimant’s requests for the initiation of dispute resolution procedures under double taxation treaties. According to the claimant, the tax authority unlawfully opted to ignore advance pricing agreements it had signed with Primero related to the company’s silver sales.",500.00 USD,2021,500.0,MEX,CAN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,Türkiye,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",,Data not available,2021,,MKD,TUR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,France,"E - Water supply; sewerage, waste management and remediation activities","38 - Waste collection, treatment and disposal activities; materials recovery",,224.00 USD,2021,224.0,DOM,FRA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Guatemala,Colombia,"D - Electricity, gas, steam and air conditioning supply;
Tertiary - F - Construction","35 - Electricity, gas, steam and air conditioning supply;
42 - Civil engineering",,Data not available,2021,,GTM,COL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Colombia,Switzerland,B - Mining and quarrying,5 - Mining of coal and lignite,"Claims arising out of an order of Colombia’s constitutional court to suspend Cerrejón’s partial modification of Bruno creek, a water stream that passes through the La Puente mining project area.",Data not available,2021,,COL,CHE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Egypt,"Germany;
France;
Italy",C - Manufacturing,23 - Manufacture of other non-metallic mineral products,,Data not available,2021,,EGY,DEU; FRA; ITA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,Spain,C - Manufacturing,23 - Manufacture of other non-metallic mineral products,,6.10 USD,2021,6.1,ECU,ESP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,United Kingdom,K - Financial and insurance activities,"64 - Financial service activities, except insurance and pension funding","Claims arising out of a decision of the Supreme Court of El Salvador ordering the claimant to pay damages of about USD 50 million to a local business from whom the claimant had sought to recover unpaid debt under loan agreements. According to the claimant, the Supreme Court wrongly awarded damages to the borrower and failed to enforce the loan agreements, despite lower court proceedings decided in the claimant’s favour.",Data not available,2021,,SLV,GBR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Panama,"United States of America;
Spain",F - Construction,41 - Construction of buildings,,Data not available,2021,,PAN,ESP; USA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Turkmenistan,Türkiye,F - Construction,41 - Construction of buildings,,Data not available,2021,,TKM,TUR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chile,Colombia,"F - Construction;
Tertiary - D - Electricity, gas, steam and air conditioning supply","42 - Civil engineering;
35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the Government’s decision to impose fines on ISA Interchile, the claimant’s local subsidiary, for alleged delays in the construction of the Cardones-Polpaico electricity transmission project.",200.00 USD,2021,200.0,CHL,COL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Albania,Austria,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",,Data not available,2021,,ALB,AUT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Peru,United States of America,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"46 - Wholesale trade, except of motor vehicles and motorcycles","Claims arising out of the Government’s alleged seizure of the claimant’s properties and assets, including gold purchased by the claimant from local suppliers.",75.00 USD,2021,75.0,PER,USA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Romania,Austria,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of certain changes to Romania’s incentive scheme for investments in the renewable energy sector.,Data not available,2021,,ROU,AUT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Egypt,Kuwait,H - Transportation and storage,52 - Warehousing and support activities for transportation,Claims arising out of the Damietta Port Authority’s termination of a 40-year concession contract for a port project concluded with the DIPCO consortium in which the claimant holds a stake.,Data not available,2021,,EGY,KWT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mexico,United States of America,J - Information and communication,61 - Telecommunications,Claims arising out of a local government’s interference with a concession held by Lusad for digital taximeters and the operation of a mobile taxi application in Mexico City.,Data not available,2021,,MEX,USA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Venezuela, Bolivarian Republic of",Spain,K - Financial and insurance activities,"65 - Insurance, reinsurance and pension funding, except compulsory social security",,Data not available,2021,,VEN,ESP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Peru,Italy,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"46 - Wholesale trade, except of motor vehicles and motorcycles",,Data not available,2021,,PER,ITA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Venezuela, Bolivarian Republic of",Germany,H - Transportation and storage,51 - Air transport,"Claims arising out of the Government’s alleged failure to approve the claimant’s requests to convert its Bolivar-denominated returns into U.S. dollars for repatriation, resulting in the suspension of claimant’s operations in the country in 2016.",280.00 USD,2021,280.0,VEN,DEU,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hungary,United Kingdom,"E - Water supply; sewerage, waste management and remediation activities","38 - Waste collection, treatment and disposal activities; materials recovery",,Data not available,2021,,HUN,GBR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,Ireland,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply","Claims arising out of the Government’s regulatory measures regarding its wind energy regime, which allegedly affected the claimants’ wind energy projects, resulting in a loss to their investments.",Data not available,2021,,DEU,IRL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Sweden,B - Mining and quarrying,6 - Extraction of crude petroleum and natural gas,"Claims arising out of the Government’s imposition of a 70% subsoil use charge for the production of natural gas from depths of up to 5,000 meters, applying to enterprises established under joint activity agreements. According to the claimants, this led to the termination of the joint activity agreement for gas production in which the claimants and a local subsidiary held the majority interest.",Data not available,2021,,UKR,SWE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ukraine,Netherlands,"D - Electricity, gas, steam and air conditioning supply","35 - Electricity, gas, steam and air conditioning supply",Claims arising out of the Government’s reduction of feed-in tariffs for solar power.,11.50 EUR (13.90 USD),2021,13.9,UKR,NLD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
China,Switzerland,"R - Arts, entertainment and recreation","90 - Creative, arts and entertainment activities",Claims arising out of a local government’s alleged refusal to authorize a jazz festival in Hainan province in 2014 that the claimant’s company had developed as an annual festival starting with an event in 2013.,5.00 CHF (5.60 USD),2021,5.6,CHN,CHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tanzania, United Republic of",Canada,B - Mining and quarrying,8 - Other mining and quarrying,Claims arising out of the Government’s cancellation of the claimant’s retention licence for the Wigu Hill rare earth element project.,Data not available,2021,,TZA,CAN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,Türkiye,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,"47 - Retail trade, except of motor vehicles and motorcycles",,Data not available,2021,,UZB,TUR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
United States of America,Ukraine,L - Real estate activities,68 - Real estate activities,"Claims arising out of civil forfeiture proceedings commenced by the U.S. Department of Justice against the claimants’ commercial real estate properties in Dallas and Cleveland, in connection with the alleged violation of U.S. money laundering laws.",23.30 USD,2021,23.3,USA,UKR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
United States of America,Ukraine,L - Real estate activities,68 - Real estate activities,"Claims arising out of civil forfeiture proceedings commenced by the U.S. Department of Justice against the claimants’ commercial real estate in Cleveland, in connection with the alleged violation of U.S. money laundering laws.",Data not available,2021,,USA,UKR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
